"path_type","est_mean","est_std","pvalue_mean","significant","n_paths","personality"
"H1_pers_to_sub",-0.0056223418453261,-0.00671886730100365,0.629420906139738,0,4,"extr"
"H2_sub_to_pers",0.00103216679094116,0.000844157393613616,0.940771350672162,0,4,"extr"
"H1_pers_to_sub",0.00722187858830031,0.0073499312064353,0.52212470415087,0,4,"open"
"H2_sub_to_pers",0.00553705423333331,0.00529995003227578,0.640643269132366,0,4,"open"
"H1_pers_to_sub",-0.0119612646221498,-0.0134762983699697,0.322146257922621,0,4,"cons"
"H2_sub_to_pers",-0.010820420710429,-0.00949748024152246,0.407048682174887,0,4,"cons"
